Drug1,Drug2,Cell_Line,Synergy,Tissue
Luminespib,Dabrafenib,MDA.MB.231,0,breast
Luminespib,GSK269962A,MDA.MB.453,0,breast
Luminespib,GSK269962A,MDA.MB.468,0,breast
Luminespib,Dabrafenib,MDA.MB.361,0,breast
Luminespib,GSK269962A,MFM.223,0,breast
Luminespib,Dabrafenib,MDA.MB.415,0,breast
Luminespib,Dabrafenib,MDA.MB.436,0,breast
Luminespib,GSK269962A,OCUB.M,0,breast
Luminespib,Dabrafenib,MDA.MB.453,0,breast
Luminespib,Dabrafenib,MDA.MB.468,0,breast
Luminespib,GSK269962A,T47D,0,breast
Luminespib,Dabrafenib,MFM.223,0,breast
Luminespib,GSK269962A,UACC.893,0,breast
Luminespib,Dabrafenib,OCUB.M,0,breast
Luminespib,Dabrafenib,T47D,0,breast
Luminespib,Dabrafenib,UACC.893,0,breast
Luminespib,Temozolomide,Hs.578.T,0,breast
Luminespib,Uprosertib,MDA.MB.157,0,breast
Luminespib,Uprosertib,MDA.MB.231,0,breast
Luminespib,Uprosertib,MDA.MB.361,0,breast
Luminespib,Uprosertib,MDA.MB.415,0,breast
Luminespib,Uprosertib,MDA.MB.436,0,breast
Luminespib,Uprosertib,MDA.MB.453,0,breast
Luminespib,Uprosertib,MDA.MB.468,0,breast
Luminespib,Uprosertib,MFM.223,0,breast
Luminespib,Uprosertib,OCUB.M,0,breast
Luminespib,Uprosertib,T47D,0,breast
Luminespib,Uprosertib,UACC.893,0,breast
Luminespib,Linsitinib,Hs.578.T,0,breast
Luminespib,Alpelisib,AU565,0,breast
Luminespib,Alpelisib,BT.549,0,breast
Luminespib,Alpelisib,CAL.120,0,breast
Luminespib,Alpelisib,CAL.51,0,breast
Luminespib,Alpelisib,CAMA.1,0,breast
Luminespib,Alpelisib,COLO.824,0,breast
Luminespib,Alpelisib,DU.4475,0,breast
Luminespib,Alpelisib,EFM.19,0,breast
Luminespib,Alpelisib,EVSA.T,0,breast
Luminespib,Alpelisib,HCC1143,0,breast
Luminespib,Alpelisib,HCC1187,0,breast
Luminespib,Alpelisib,HCC1395,0,breast
Luminespib,Alpelisib,HCC1419,0,breast
Luminespib,Alpelisib,HCC1428,0,breast
Luminespib,Alpelisib,HCC1806,0,breast
Luminespib,Alpelisib,HCC1937,0,breast
Luminespib,Alpelisib,HCC1954,0,breast
Luminespib,Alpelisib,HCC38,0,breast
Luminespib,Alpelisib,HCC70,0,breast
Luminespib,Alpelisib,Hs.578.T,0,breast
Luminespib,Alpelisib,JIMT.1,0,breast
Luminespib,Alpelisib,MCF7,0,breast
Luminespib,Alpelisib,MDA.MB.157,0,breast
Luminespib,Alpelisib,MDA.MB.231,0,breast
Luminespib,Alpelisib,MDA.MB.361,0,breast
Luminespib,Alpelisib,MDA.MB.415,0,breast
Luminespib,Alpelisib,MDA.MB.436,0,breast
Luminespib,Alpelisib,MDA.MB.453,0,breast
Luminespib,Alpelisib,MDA.MB.468,0,breast
Luminespib,Alpelisib,MFM.223,0,breast
Luminespib,Alpelisib,OCUB.M,0,breast
Luminespib,Alpelisib,T47D,0,breast
Luminespib,Alpelisib,UACC.893,0,breast
Luminespib,Taselisib,AU565,0,breast
Luminespib,Taselisib,BT.549,0,breast
Luminespib,Taselisib,CAL.120,0,breast
Luminespib,Taselisib,CAL.51,0,breast
Luminespib,Taselisib,CAMA.1,0,breast
Luminespib,Taselisib,COLO.824,0,breast
Luminespib,Taselisib,DU.4475,0,breast
Luminespib,Taselisib,EFM.19,0,breast
Luminespib,Taselisib,EVSA.T,0,breast
Luminespib,Taselisib,HCC1143,0,breast
Luminespib,Taselisib,HCC1187,0,breast
Luminespib,Taselisib,HCC1395,0,breast
Luminespib,Taselisib,HCC1419,0,breast
Luminespib,Taselisib,HCC1428,0,breast
Luminespib,Taselisib,HCC1806,0,breast
Luminespib,Taselisib,HCC1937,0,breast
Luminespib,Taselisib,HCC1954,0,breast
Luminespib,Sapitinib,Hs.578.T,1,breast
Luminespib,Taselisib,HCC38,0,breast
Luminespib,Taselisib,HCC70,0,breast
Luminespib,Taselisib,Hs.578.T,0,breast
Luminespib,Taselisib,JIMT.1,0,breast
Luminespib,Taselisib,MCF7,0,breast
Luminespib,Taselisib,MDA.MB.157,0,breast
Luminespib,Taselisib,MDA.MB.231,0,breast
Luminespib,Taselisib,MDA.MB.361,0,breast
Luminespib,Taselisib,MDA.MB.415,0,breast
Luminespib,Taselisib,MDA.MB.436,0,breast
Luminespib,Taselisib,MDA.MB.453,0,breast
Luminespib,Taselisib,MDA.MB.468,0,breast
Luminespib,Taselisib,MFM.223,0,breast
Luminespib,Taselisib,OCUB.M,0,breast
Luminespib,Taselisib,T47D,0,breast
Luminespib,Uprosertib,AU565,0,breast
Luminespib,Taselisib,UACC.893,0,breast
Luminespib,Uprosertib,BT.549,0,breast
Luminespib,SCH772984,AU565,0,breast
Luminespib,Uprosertib,CAL.120,0,breast
Luminespib,Uprosertib,CAL.51,0,breast
Luminespib,SCH772984,BT.549,0,breast
Luminespib,Uprosertib,CAMA.1,0,breast
Luminespib,Uprosertib,COLO.824,0,breast
Luminespib,SCH772984,CAL.120,0,breast
Luminespib,Uprosertib,DU.4475,0,breast
Luminespib,SCH772984,CAL.51,0,breast
Luminespib,Uprosertib,EFM.19,0,breast
Luminespib,Uprosertib,EVSA.T,0,breast
Luminespib,Uprosertib,HCC1143,0,breast
Luminespib,SCH772984,CAMA.1,0,breast
Luminespib,Uprosertib,HCC1187,0,breast
Luminespib,SCH772984,COLO.824,0,breast
Luminespib,Uprosertib,HCC1395,0,breast
Luminespib,SCH772984,DU.4475,0,breast
Luminespib,Uprosertib,HCC1419,0,breast
Luminespib,SCH772984,EFM.19,0,breast
Luminespib,Uprosertib,HCC1428,0,breast
Luminespib,SCH772984,EVSA.T,0,breast
Luminespib,SCH772984,HCC1143,0,breast
Luminespib,Uprosertib,HCC1806,0,breast
Luminespib,Uprosertib,HCC1937,0,breast
Luminespib,SCH772984,HCC1187,0,breast
Luminespib,SCH772984,HCC1395,0,breast
Luminespib,Uprosertib,HCC1954,0,breast
Luminespib,SCH772984,HCC1419,0,breast
Luminespib,SCH772984,HCC1428,0,breast
Luminespib,Uprosertib,HCC38,0,breast
Luminespib,Uprosertib,HCC70,0,breast
Luminespib,Uprosertib,Hs.578.T,0,breast
Luminespib,SCH772984,HCC1806,0,breast
Luminespib,Uprosertib,JIMT.1,0,breast
Luminespib,Uprosertib,MCF7,0,breast
Luminespib,SCH772984,HCC1937,0,breast
Luminespib,OSI-027,CAL.51,0,breast
Luminespib,SCH772984,HCC1954,0,breast
Luminespib,SCH772984,HCC38,0,breast
Luminespib,OSI-027,CAMA.1,0,breast
Luminespib,SCH772984,HCC70,0,breast
Luminespib,OSI-027,COLO.824,0,breast
Luminespib,OSI-027,DU.4475,0,breast
Luminespib,SCH772984,Hs.578.T,1,breast
Luminespib,OSI-027,EFM.19,0,breast
Luminespib,SCH772984,JIMT.1,0,breast
Luminespib,SCH772984,MCF7,0,breast
Luminespib,SCH772984,MDA.MB.157,0,breast
Luminespib,OSI-027,EVSA.T,0,breast
Luminespib,OSI-027,HCC1143,0,breast
Luminespib,SCH772984,MDA.MB.231,0,breast
Luminespib,OSI-027,HCC1187,0,breast
Luminespib,SCH772984,MDA.MB.361,0,breast
Luminespib,OSI-027,HCC1395,0,breast
Luminespib,SCH772984,MDA.MB.415,0,breast
Luminespib,OSI-027,HCC1419,0,breast
Luminespib,SCH772984,MDA.MB.436,0,breast
Luminespib,OSI-027,HCC1428,0,breast
Luminespib,SCH772984,MDA.MB.453,0,breast
Luminespib,SCH772984,MDA.MB.468,0,breast
Luminespib,SCH772984,MFM.223,0,breast
Luminespib,SCH772984,OCUB.M,0,breast
Luminespib,SCH772984,T47D,0,breast
Luminespib,OSI-027,HCC1806,0,breast
Luminespib,OSI-027,HCC1937,0,breast
Luminespib,SCH772984,UACC.893,0,breast
Luminespib,OSI-027,HCC1954,0,breast
Luminespib,Entinostat,AU565,0,breast
Luminespib,Entinostat,BT.549,0,breast
Luminespib,OSI-027,HCC38,0,breast
Luminespib,Entinostat,CAL.120,0,breast
Luminespib,Entinostat,CAL.51,0,breast
Luminespib,OSI-027,HCC70,0,breast
Luminespib,Entinostat,CAMA.1,0,breast
Luminespib,Entinostat,COLO.824,0,breast
Luminespib,Entinostat,DU.4475,0,breast
Luminespib,OSI-027,Hs.578.T,0,breast
Luminespib,Entinostat,EFM.19,0,breast
Luminespib,Entinostat,EVSA.T,0,breast
Luminespib,Entinostat,HCC1143,0,breast
Luminespib,OSI-027,JIMT.1,0,breast
Luminespib,OSI-027,MCF7,0,breast
Luminespib,Entinostat,HCC1187,0,breast
Luminespib,Entinostat,HCC1395,0,breast
Luminespib,Entinostat,HCC1419,0,breast
Luminespib,Entinostat,HCC1428,0,breast
Luminespib,OSI-027,MDA.MB.157,0,breast
Luminespib,Entinostat,HCC1806,0,breast
Luminespib,OSI-027,MDA.MB.231,0,breast
Luminespib,Entinostat,HCC1937,0,breast
Luminespib,Entinostat,HCC1954,0,breast
Luminespib,Entinostat,HCC38,0,breast
Luminespib,Entinostat,HCC70,0,breast
Luminespib,OSI-027,MDA.MB.361,0,breast
Luminespib,Entinostat,Hs.578.T,0,breast
Luminespib,OSI-027,MDA.MB.415,0,breast
Luminespib,Entinostat,JIMT.1,0,breast
Luminespib,Entinostat,MCF7,0,breast
Luminespib,Entinostat,MDA.MB.157,0,breast
Luminespib,OSI-027,MDA.MB.436,0,breast
Luminespib,OSI-027,MDA.MB.453,1,breast
Luminespib,Entinostat,MDA.MB.231,0,breast
Luminespib,Entinostat,MDA.MB.361,0,breast
Luminespib,Entinostat,MDA.MB.415,0,breast
Luminespib,OSI-027,MDA.MB.468,0,breast
Luminespib,Entinostat,MDA.MB.436,0,breast
Luminespib,Entinostat,MDA.MB.453,0,breast
Luminespib,Entinostat,MDA.MB.468,0,breast
Luminespib,OSI-027,MFM.223,0,breast
Luminespib,Entinostat,MFM.223,0,breast
Luminespib,Entinostat,OCUB.M,0,breast
Luminespib,Entinostat,T47D,0,breast
Luminespib,Entinostat,UACC.893,0,breast
Luminespib,OSI-027,OCUB.M,0,breast
Luminespib,OSI-027,AU565,0,breast
Luminespib,OSI-027,T47D,0,breast
Luminespib,OSI-027,UACC.893,0,breast
Luminespib,OSI-027,BT.549,0,breast
Luminespib,OSI-027,CAL.120,0,breast
Luminespib,Venetoclax,OCUB.M,0,breast
Luminespib,Venetoclax,T47D,0,breast
Luminespib,Ribociclib,AU565,0,breast
Luminespib,Venetoclax,UACC.893,0,breast
Luminespib,AZD6482,AU565,0,breast
Luminespib,AZD6482,BT.549,0,breast
Luminespib,Ribociclib,BT.549,0,breast
Luminespib,AZD6482,CAL.120,0,breast
Luminespib,Ribociclib,CAL.120,0,breast
Luminespib,AZD6482,CAL.51,0,breast
Luminespib,AZD6482,CAMA.1,0,breast
Luminespib,Ribociclib,CAL.51,0,breast
Luminespib,AZD6482,COLO.824,0,breast
Luminespib,AZD6482,DU.4475,0,breast
Luminespib,AZD6482,EFM.19,0,breast
Luminespib,Ribociclib,CAMA.1,0,breast
Luminespib,Ribociclib,COLO.824,0,breast
Luminespib,AZD6482,EVSA.T,1,breast
Luminespib,AZD6482,HCC1143,0,breast
Luminespib,Ribociclib,DU.4475,0,breast
Luminespib,AZD6482,HCC1187,0,breast
Luminespib,AZD6482,HCC1395,0,breast
Luminespib,Ribociclib,EFM.19,0,breast
Luminespib,AZD6482,HCC1419,0,breast
Luminespib,AZD6482,HCC1428,0,breast
Luminespib,Ribociclib,EVSA.T,0,breast
Luminespib,Ribociclib,HCC1143,0,breast
Luminespib,AZD6482,HCC1806,0,breast
Luminespib,Ribociclib,HCC1187,0,breast
Luminespib,AZD6482,HCC1937,0,breast
Luminespib,AZD6482,HCC1954,0,breast
Luminespib,Ribociclib,HCC1395,0,breast
Luminespib,Ribociclib,HCC1419,0,breast
Luminespib,AZD6482,HCC38,0,breast
Luminespib,Ribociclib,HCC1428,0,breast
Luminespib,AZD6482,HCC70,0,breast
Luminespib,AZD6482,Hs.578.T,0,breast
Luminespib,AZD6482,JIMT.1,0,breast
Luminespib,AZD6482,MCF7,0,breast
Luminespib,AZD6482,MDA.MB.157,0,breast
Luminespib,Ribociclib,HCC1806,0,breast
Luminespib,Ribociclib,HCC1954,0,breast
Luminespib,AZD6482,MDA.MB.231,0,breast
Luminespib,AZD6482,MDA.MB.361,0,breast
Luminespib,AZD6482,MDA.MB.415,0,breast
Luminespib,Ribociclib,HCC38,0,breast
Luminespib,AZD6482,MDA.MB.436,0,breast
Luminespib,AZD6482,MDA.MB.453,0,breast
Luminespib,Ribociclib,HCC70,0,breast
Luminespib,AZD6482,MDA.MB.468,0,breast
Luminespib,AZD6482,MFM.223,0,breast
Luminespib,Ribociclib,Hs.578.T,0,breast
Luminespib,AZD6482,OCUB.M,0,breast
Luminespib,AZD6482,T47D,0,breast
Luminespib,Ribociclib,JIMT.1,0,breast
Luminespib,AZD6482,UACC.893,0,breast
Luminespib,Ribociclib,MCF7,0,breast
Luminespib,Ribociclib,MDA.MB.157,0,breast
Luminespib,JQ1,AU565,0,breast
Luminespib,Ribociclib,MDA.MB.231,0,breast
Luminespib,Ribociclib,MDA.MB.361,0,breast
Luminespib,JQ1,BT.549,0,breast
Luminespib,JQ1,CAL.120,0,breast
Luminespib,Ribociclib,MDA.MB.415,0,breast
Luminespib,Ribociclib,MDA.MB.436,0,breast
Luminespib,JQ1,CAL.51,0,breast
Luminespib,Ribociclib,MDA.MB.453,0,breast
Luminespib,JQ1,CAMA.1,0,breast
Luminespib,Ribociclib,MDA.MB.468,0,breast
Luminespib,JQ1,COLO.824,0,breast
Luminespib,Ribociclib,MFM.223,0,breast
Luminespib,JQ1,DU.4475,0,breast
Luminespib,JQ1,EFM.19,0,breast
Luminespib,JQ1,EVSA.T,0,breast
Luminespib,Ribociclib,OCUB.M,0,breast
Luminespib,JQ1,HCC1143,0,breast
Luminespib,Ribociclib,T47D,0,breast
Luminespib,Ribociclib,UACC.893,0,breast
Luminespib,JQ1,HCC1187,0,breast
Luminespib,JQ1,HCC1395,0,breast
Luminespib,JQ1,HCC1419,0,breast
Luminespib,JQ1,HCC1428,0,breast
Luminespib,Venetoclax,AU565,0,breast
Luminespib,JQ1,HCC1806,0,breast
Luminespib,JQ1,HCC1937,0,breast
Luminespib,JQ1,HCC1954,0,breast
Luminespib,JQ1,HCC38,0,breast
Luminespib,Venetoclax,BT.549,0,breast
Luminespib,JQ1,HCC70,0,breast
Luminespib,Venetoclax,CAL.120,0,breast
Luminespib,JQ1,Hs.578.T,0,breast
Luminespib,JQ1,JIMT.1,0,breast
Luminespib,JQ1,MCF7,0,breast
Luminespib,JQ1,MDA.MB.157,0,breast
Luminespib,Venetoclax,CAL.51,0,breast
Luminespib,JQ1,MDA.MB.231,0,breast
Luminespib,Venetoclax,CAMA.1,0,breast
Luminespib,JQ1,MDA.MB.361,0,breast
Luminespib,Venetoclax,COLO.824,0,breast
Luminespib,JQ1,MDA.MB.415,0,breast
Luminespib,Venetoclax,DU.4475,1,breast
Luminespib,JQ1,MDA.MB.436,0,breast
Luminespib,Venetoclax,EFM.19,0,breast
Luminespib,JQ1,MDA.MB.453,0,breast
Luminespib,JQ1,MDA.MB.468,0,breast
Luminespib,JQ1,MFM.223,0,breast
Luminespib,Venetoclax,EVSA.T,0,breast
Luminespib,JQ1,OCUB.M,0,breast
Luminespib,JQ1,T47D,0,breast
Luminespib,Venetoclax,HCC1143,0,breast
Luminespib,Venetoclax,HCC1187,0,breast
Luminespib,JQ1,UACC.893,0,breast
Luminespib,Venetoclax,HCC1395,0,breast
Luminespib,Venetoclax,HCC1419,0,breast
Taselisib,Camptothecin,AU565,0,breast
Luminespib,Venetoclax,HCC1428,1,breast
Taselisib,Camptothecin,BT.549,0,breast
Luminespib,Venetoclax,HCC1806,0,breast
Taselisib,Camptothecin,CAL.120,0,breast
Luminespib,Venetoclax,HCC1954,0,breast
Luminespib,Venetoclax,HCC38,0,breast
Taselisib,Camptothecin,CAL.51,0,breast
Luminespib,Venetoclax,HCC70,0,breast
Taselisib,Camptothecin,CAMA.1,0,breast
Luminespib,Venetoclax,Hs.578.T,0,breast
Taselisib,Camptothecin,COLO.824,0,breast
Luminespib,Venetoclax,JIMT.1,0,breast
Luminespib,Venetoclax,MCF7,0,breast
Taselisib,Camptothecin,DU.4475,0,breast
Taselisib,Camptothecin,EFM.19,0,breast
Luminespib,Venetoclax,MDA.MB.157,0,breast
Luminespib,Venetoclax,MDA.MB.231,0,breast
Luminespib,Venetoclax,MDA.MB.361,0,breast
Taselisib,Camptothecin,EVSA.T,0,breast
Luminespib,Venetoclax,MDA.MB.415,0,breast
Taselisib,Camptothecin,HCC1143,0,breast
Luminespib,Venetoclax,MDA.MB.436,0,breast
Luminespib,Venetoclax,MDA.MB.453,0,breast
Taselisib,Camptothecin,HCC1187,0,breast
Luminespib,Venetoclax,MDA.MB.468,0,breast
Taselisib,Camptothecin,HCC1395,0,breast
Luminespib,Venetoclax,MFM.223,0,breast
Taselisib,Camptothecin,HCC1419,0,breast
Taselisib,Camptothecin,JIMT.1,0,breast
Taselisib,Camptothecin,HCC1428,0,breast
Taselisib,Camptothecin,MCF7,0,breast
Taselisib,Camptothecin,MDA.MB.157,0,breast
Taselisib,Camptothecin,MDA.MB.231,0,breast
Taselisib,Camptothecin,HCC1806,0,breast
Taselisib,Camptothecin,HCC1937,0,breast
Taselisib,Camptothecin,HCC1954,0,breast
Taselisib,Camptothecin,MDA.MB.361,0,breast
Taselisib,Camptothecin,MDA.MB.415,0,breast
Taselisib,Camptothecin,MDA.MB.436,0,breast
Taselisib,Camptothecin,HCC38,0,breast
Taselisib,Camptothecin,HCC70,0,breast
Taselisib,Camptothecin,MDA.MB.453,0,breast
Taselisib,Camptothecin,MDA.MB.468,0,breast
Taselisib,Camptothecin,Hs.578.T,0,breast
Taselisib,Camptothecin,MFM.223,0,breast
Taselisib,Camptothecin,OCUB.M,0,breast
Taselisib,Camptothecin,T47D,0,breast
Taselisib,Camptothecin,UACC.893,0,breast
Taselisib,Navitoclax,HCC202,1,breast
Taselisib,Cisplatin,HCC202,0,breast
Taselisib,Vorinostat,HCC202,0,breast
Taselisib,Nilotinib,AU565,0,breast
Taselisib,Nilotinib,BT.549,0,breast
Taselisib,Nilotinib,CAL.120,0,breast
Taselisib,Nilotinib,CAL.51,0,breast
Taselisib,Nilotinib,CAMA.1,0,breast
Taselisib,Nilotinib,COLO.824,0,breast
Taselisib,Nilotinib,DU.4475,0,breast
Taselisib,Nilotinib,EFM.19,0,breast
Taselisib,Nilotinib,EVSA.T,0,breast
Taselisib,Nilotinib,HCC1143,0,breast
Taselisib,Nilotinib,HCC1187,0,breast
Taselisib,Nilotinib,HCC1395,0,breast
Taselisib,Nilotinib,HCC1419,0,breast
Taselisib,Nilotinib,HCC1428,0,breast
Taselisib,Nilotinib,HCC1806,0,breast
Taselisib,Nilotinib,HCC1937,0,breast
Taselisib,Nilotinib,HCC1954,0,breast
Taselisib,Nilotinib,HCC38,0,breast
Taselisib,Nilotinib,HCC70,0,breast
Taselisib,Nilotinib,Hs.578.T,0,breast
Taselisib,Nilotinib,JIMT.1,1,breast
Taselisib,Nilotinib,MCF7,0,breast
Taselisib,Nilotinib,MDA.MB.157,0,breast
Taselisib,Nilotinib,MDA.MB.231,0,breast
Taselisib,Nilotinib,MDA.MB.361,0,breast
Taselisib,Nilotinib,MDA.MB.415,0,breast
Taselisib,Nilotinib,MDA.MB.436,0,breast
Taselisib,Nilotinib,MDA.MB.453,0,breast
Taselisib,Nilotinib,MDA.MB.468,0,breast
Taselisib,Nilotinib,MFM.223,0,breast
Taselisib,Nilotinib,OCUB.M,0,breast
Taselisib,Nilotinib,T47D,0,breast
Taselisib,Nilotinib,UACC.893,0,breast
Taselisib,Docetaxel,HCC202,0,breast
Taselisib,Axitinib,HCC202,0,breast
Taselisib,AZD7762,HCC202,0,breast
Taselisib,Afatinib,EVSA.T,0,breast
Taselisib,Afatinib,HCC1143,0,breast
Taselisib,Afatinib,HCC1187,1,breast
Taselisib,Afatinib,HCC1395,0,breast
Taselisib,Afatinib,HCC1419,0,breast
Taselisib,Afatinib,HCC1428,0,breast
Taselisib,Afatinib,HCC1806,0,breast
Taselisib,Afatinib,HCC1937,0,breast
Taselisib,Afatinib,HCC1954,0,breast
Taselisib,Afatinib,HCC38,0,breast
Taselisib,Afatinib,HCC70,0,breast
Taselisib,SB216763,AU565,0,breast
Taselisib,Afatinib,Hs.578.T,0,breast
Taselisib,Afatinib,JIMT.1,0,breast
Taselisib,Afatinib,MCF7,0,breast
Taselisib,Afatinib,MDA.MB.157,0,breast
Taselisib,SB216763,BT.549,0,breast
Taselisib,Afatinib,MDA.MB.231,0,breast
Taselisib,SB216763,CAL.120,0,breast
Taselisib,Afatinib,MDA.MB.361,1,breast
Taselisib,Afatinib,MDA.MB.415,1,breast
Taselisib,Afatinib,MDA.MB.436,0,breast
Taselisib,SB216763,CAL.51,0,breast
Taselisib,Afatinib,MDA.MB.453,0,breast
Taselisib,Afatinib,MDA.MB.468,0,breast
Taselisib,SB216763,CAMA.1,0,breast
Taselisib,Afatinib,MFM.223,0,breast
Taselisib,SB216763,COLO.824,0,breast
Taselisib,SB216763,DU.4475,0,breast
Taselisib,Afatinib,OCUB.M,1,breast
Taselisib,Afatinib,T47D,0,breast
Taselisib,SB216763,EFM.19,0,breast
Taselisib,Afatinib,UACC.893,0,breast
Taselisib,SB216763,EVSA.T,0,breast
Taselisib,SB216763,HCC1143,0,breast
Taselisib,NU7441,AU565,0,breast
Taselisib,SB216763,HCC1187,0,breast
Taselisib,SB216763,HCC1395,0,breast
Taselisib,NU7441,BT.549,0,breast
Taselisib,NU7441,CAL.120,1,breast
Taselisib,SB216763,HCC1419,0,breast
Taselisib,SB216763,HCC1428,0,breast
Taselisib,NU7441,CAL.51,1,breast
Taselisib,NU7441,CAMA.1,0,breast
Taselisib,NU7441,COLO.824,0,breast
Taselisib,NU7441,DU.4475,0,breast
Taselisib,NU7441,EFM.19,0,breast
Taselisib,NU7441,EVSA.T,0,breast
Taselisib,SB216763,HCC1806,0,breast
Taselisib,NU7441,HCC1143,0,breast
Taselisib,SB216763,HCC1937,0,breast
Taselisib,NU7441,HCC1187,0,breast
Taselisib,NU7441,HCC1395,0,breast
Taselisib,SB216763,HCC1954,0,breast
Taselisib,NU7441,HCC1419,0,breast
Taselisib,NU7441,HCC1428,0,breast
Taselisib,NU7441,HCC1806,1,breast
Taselisib,SB216763,HCC38,0,breast
Taselisib,NU7441,HCC1937,0,breast
Taselisib,SB216763,HCC70,0,breast
Taselisib,NU7441,HCC1954,0,breast
Taselisib,NU7441,HCC38,0,breast
Taselisib,SB216763,Hs.578.T,0,breast
Taselisib,NU7441,HCC70,1,breast
Taselisib,SB216763,JIMT.1,0,breast
Taselisib,NU7441,Hs.578.T,0,breast
Taselisib,SB216763,MCF7,0,breast
Taselisib,NU7441,JIMT.1,0,breast
Taselisib,NU7441,MCF7,0,breast
Taselisib,SB216763,MDA.MB.157,0,breast
Taselisib,NU7441,MDA.MB.157,0,breast
Taselisib,NU7441,MDA.MB.231,0,breast
Taselisib,NU7441,MDA.MB.361,1,breast
Taselisib,SB216763,MDA.MB.231,0,breast
Taselisib,NU7441,MDA.MB.415,0,breast
Taselisib,NU7441,MDA.MB.436,0,breast
Taselisib,NU7441,MDA.MB.453,0,breast
Taselisib,NU7441,MDA.MB.468,0,breast
Taselisib,SB216763,MDA.MB.361,0,breast
Taselisib,SB216763,MDA.MB.415,0,breast
Taselisib,NU7441,MFM.223,1,breast
Taselisib,SB216763,MDA.MB.436,0,breast
Taselisib,NU7441,OCUB.M,1,breast
Taselisib,NU7441,T47D,0,breast
Taselisib,SB216763,MDA.MB.453,0,breast
Taselisib,NU7441,UACC.893,1,breast
Taselisib,SB216763,MDA.MB.468,0,breast
Taselisib,SB216763,MFM.223,0,breast
Taselisib,Doramapimod,AU565,0,breast
Taselisib,Doramapimod,BT.549,0,breast
Taselisib,Doramapimod,CAL.120,0,breast
Taselisib,SB216763,OCUB.M,0,breast
Taselisib,Doramapimod,CAL.51,0,breast
Taselisib,SB216763,T47D,0,breast
Taselisib,Doramapimod,CAMA.1,0,breast
Taselisib,Doramapimod,COLO.824,0,breast
Taselisib,SB216763,UACC.893,0,breast
Taselisib,Doramapimod,DU.4475,0,breast
Taselisib,Doramapimod,EFM.19,0,breast
Taselisib,Doramapimod,EVSA.T,0,breast
Taselisib,Doramapimod,HCC1143,0,breast
Taselisib,Doramapimod,HCC1187,0,breast
Taselisib,Doramapimod,HCC1395,0,breast
Taselisib,Doramapimod,HCC1419,0,breast
Taselisib,KU-55933,AU565,0,breast
Taselisib,Doramapimod,HCC1428,0,breast
Taselisib,Doramapimod,HCC1806,0,breast
Taselisib,Doramapimod,HCC1937,0,breast
Taselisib,Doramapimod,HCC1954,0,breast
Taselisib,Doramapimod,HCC38,0,breast
Taselisib,KU-55933,BT.549,0,breast
Taselisib,Doramapimod,HCC70,0,breast
Taselisib,KU-55933,CAL.120,0,breast
Taselisib,Doramapimod,Hs.578.T,0,breast
Taselisib,Doramapimod,JIMT.1,0,breast
Taselisib,Doramapimod,MCF7,0,breast
Taselisib,Doramapimod,MDA.MB.157,0,breast
Taselisib,KU-55933,CAL.51,1,breast
Taselisib,Doramapimod,MDA.MB.231,0,breast
Taselisib,Doramapimod,MDA.MB.361,1,breast
Taselisib,Doramapimod,MDA.MB.415,0,breast
Taselisib,KU-55933,CAMA.1,0,breast
Taselisib,Doramapimod,MDA.MB.436,0,breast
Taselisib,KU-55933,COLO.824,0,breast
Taselisib,Doramapimod,MDA.MB.453,0,breast
Taselisib,Doramapimod,MDA.MB.468,0,breast
Taselisib,KU-55933,DU.4475,0,breast
Taselisib,Doramapimod,MFM.223,0,breast
Taselisib,KU-55933,EFM.19,0,breast
Taselisib,Doramapimod,OCUB.M,1,breast
Taselisib,Doramapimod,T47D,0,breast
Taselisib,Doramapimod,UACC.893,1,breast
Taselisib,KU-55933,EVSA.T,0,breast
Taselisib,KU-55933,HCC1143,0,breast
Taselisib,Wee1 Inhibitor,AU565,0,breast
Taselisib,KU-55933,HCC1187,0,breast
Taselisib,Wee1 Inhibitor,BT.549,0,breast
Taselisib,KU-55933,HCC1395,0,breast
Taselisib,Wee1 Inhibitor,CAL.120,0,breast
Taselisib,KU-55933,HCC1419,0,breast
Taselisib,Wee1 Inhibitor,CAL.51,0,breast
Taselisib,KU-55933,HCC1428,0,breast
Taselisib,Wee1 Inhibitor,CAMA.1,0,breast
Taselisib,Wee1 Inhibitor,COLO.824,0,breast
Taselisib,Wee1 Inhibitor,DU.4475,0,breast
Taselisib,Wee1 Inhibitor,EFM.19,0,breast
Taselisib,Wee1 Inhibitor,EVSA.T,0,breast
Taselisib,Wee1 Inhibitor,HCC1143,0,breast
Taselisib,KU-55933,HCC1806,0,breast
Taselisib,KU-55933,HCC1937,0,breast
Taselisib,Wee1 Inhibitor,HCC1187,0,breast
Taselisib,Wee1 Inhibitor,HCC1395,0,breast
Taselisib,Wee1 Inhibitor,HCC1419,0,breast
Taselisib,KU-55933,HCC1954,0,breast
Taselisib,Wee1 Inhibitor,HCC1428,0,breast
Taselisib,Wee1 Inhibitor,HCC1806,0,breast
Taselisib,Wee1 Inhibitor,HCC1937,0,breast
Taselisib,KU-55933,HCC38,0,breast
Taselisib,Wee1 Inhibitor,HCC1954,0,breast
Taselisib,KU-55933,HCC70,0,breast
Taselisib,Wee1 Inhibitor,HCC38,0,breast
Taselisib,Wee1 Inhibitor,HCC70,0,breast
